Label,label,AE mean,AE var,RMSE mean,RMSE var,ZCR mean,ZCR var,Rolloff mean,Rolloff var,BER mean,BER var,S-centroid mean,S-centroid var,S-bandwidth mean,S-bandwidth var,S-flatness mean,S-flatness var,S-kurtosis mean,S-kurtosis var,S-variance mean,S-variance var,S-crest mean,S-crest var,S-skewness mean,S-skewness var,S-entropy mean,S-entropy var,S-flux mean,S-flux var
Defect-free,0,0.09996175,0.0010797542,0.037462573,0.00031715416,0.14749500363372092,0.003983463191418728,9280.810546875,43111.348595730095,0.53962886,0.04899845,5098.622190042594,361290.5913789599,4415.462597105951,11398.211398717864,0.009590585,3.2702228e-05,200.71652,19089.213,3.3006556,2.7245584,0.0007533729,3.2910026e-07,11.715842,25.156338,1.0140843,0.1612323,0.0020880064,7.100979e-06
Defect-free,0,0.10423332,0.00065659935,0.042387266,0.00013722607,0.1166430944683908,0.002821716359496699,9213.735856681034,39774.32038922939,0.60749894,0.026795737,4865.304749954443,218098.16906413148,4446.097729681276,9227.885994391234,0.0061703604,1.7259266e-05,267.40164,15262.812,3.7768838,1.5748086,0.0009022577,1.7036388e-07,14.335931,18.272978,0.75770086,0.10846518,0.0023424956,4.069294e-06
Defect-free,0,0.12237093,0.0005617552,0.046382498,0.00012512766,0.1358039242097701,0.0036428868337483305,8981.820783943966,31470.73846084468,0.5058116,0.018562041,5027.113254318293,211217.45296046734,4208.462170153616,9304.576614552641,0.0054249843,1.2554837e-05,235.15788,13645.92,3.355457,0.767274,0.0007750338,1.05620465e-07,13.091189,18.214035,0.95212024,0.12734182,0.0012530675,8.516397e-07
Defect-free,0,0.11000043,0.0004239104,0.037984233,5.326782e-05,0.17991199712643677,0.0024442552401975717,9172.649515086207,31060.90738430318,0.40834638,0.0056493278,5270.197769304408,93948.84818208787,4152.8998797575205,4953.9960033805955,0.008343694,1.4584292e-05,147.91653,8037.2627,2.6079907,0.3434373,0.00052417157,5.2130225e-08,9.847093,13.13986,1.3235632,0.08347146,0.0011085552,2.549939e-07
Defect-free,0,0.14950277,0.0011862805,0.053635083,0.00018082303,0.13129087936046513,0.001988302378347592,9082.254383175872,32149.130773582983,0.43538266,0.009063958,5204.358260246906,115967.65863400072,4160.030774067625,10532.884180826326,0.004723475,5.664208e-06,253.9069,8428.649,3.3634295,0.7237354,0.00081675354,9.824512e-08,13.864621,10.671068,1.0294157,0.08962052,0.0016555337,1.6221678e-06
Defect-free,0,0.13262554,0.001084304,0.052239046,0.00020723994,0.10972858297413793,0.0013082585918775778,9026.867254849138,32363.05527114415,0.47811854,0.0150551135,4998.544891266095,155165.52534963455,4217.535566256254,8615.39264953426,0.005267549,1.0405175e-05,284.289,7730.4556,3.530877,0.8641703,0.00088762783,1.5704279e-07,14.904378,9.339445,0.89745784,0.08212699,0.0023116637,5.053928e-06
Defect-free,0,0.110324904,0.0010901017,0.03436761,4.6185753e-05,0.18455908764367815,0.002359505231416057,9085.279162176725,36211.914296099174,0.39367062,0.0071707615,5281.166351927359,104067.0240490458,4172.412505544718,6725.637489801662,0.010410212,1.808002e-05,129.80994,7107.1494,2.5288906,0.3783441,0.0004913837,5.782261e-08,9.144323,11.854376,1.3665211,0.064228736,0.00117739,3.515992e-07
Defect-free,0,0.10726227,0.00032619847,0.03793379,2.2524762e-05,0.15158607219827586,0.0013865534388919792,8969.940396012931,23809.65404079587,0.44771186,0.006575198,5176.6389260508295,88034.93327850215,4227.620173041044,7418.718764080658,0.007557894,1.0154365e-05,186.52235,7246.5107,2.9015484,0.300607,0.0006190135,4.211747e-08,11.463021,10.277985,1.1118075,0.035395514,0.0014972986,8.332659e-07
Defect-free,0,0.094202444,0.0008234538,0.038593702,0.00029040684,0.12423351199127906,0.0028193026958380986,9278.80745821221,50181.134300273196,0.5755772,0.04288285,4950.059104148347,261810.17912959043,4446.843784276844,8807.73270892189,0.0077688196,2.1037295e-05,233.49608,14804.479,3.5045912,2.3512652,0.0008392689,3.0307507e-07,13.074187,19.094496,0.89016694,0.13532694,0.0021539985,3.893228e-06
Defect-free,0,0.099001125,0.00040668514,0.040356185,0.00013288048,0.11425220007183907,0.004199211593347711,9259.772359913793,29088.939917356867,0.6078251,0.032363087,4874.517799323499,240677.15134069644,4456.1814287406405,11657.725565910245,0.006349121,1.9317873e-05,262.48596,17943.1,3.7701526,1.7123239,0.0009071941,2.1669332e-07,14.123199,20.575096,0.76928484,0.15422125,0.0022870481,3.461162e-06
