Label,label,AE mean,AE var,RMSE mean,RMSE var,ZCR mean,ZCR var,Rolloff mean,Rolloff var,BER mean,BER var,S-centroid mean,S-centroid var,S-bandwidth mean,S-bandwidth var,S-flatness mean,S-flatness var,S-kurtosis mean,S-kurtosis var,S-variance mean,S-variance var,S-crest mean,S-crest var,S-skewness mean,S-skewness var,S-entropy mean,S-entropy var,S-flux mean,S-flux var
Defect-free,0,0.32198817,0.001383626,0.09715081,3.1802334e-05,0.3593862248563218,0.0008652510424399883,9760.481209590518,5656.771540783532,0.025691569,1.3939701e-05,7805.606878106562,6160.367930570975,2775.072160318527,6901.381019700989,0.009798462,3.1894474e-06,30.481482,167.49336,2.123174,0.018086664,0.00024692048,3.0552763e-09,4.687676,0.6399394,1.1109858,0.012234429,0.0009896761,4.839849e-08
Defect-free,0,0.34511662,0.0026904868,0.098677896,5.1667583e-05,0.3608735183189655,0.0008953126989750933,9715.187230603447,20468.02989084287,0.024959128,4.9178976e-05,7859.156242725939,8075.578619614803,2734.8074395064227,22162.230100190354,0.00949995,1.3435126e-05,35.14652,224.62592,2.2414932,0.03516012,0.00027534628,4.3219615e-09,5.017137,0.84681404,1.0438744,0.024389364,0.001105464,9.657968e-08
Defect-free,0,0.23391618,0.0022436336,0.069733374,0.00012101719,0.3669944585755814,0.0006401776106954587,9944.834438590116,49159.23529537774,0.031578455,8.391134e-05,7948.201803957275,17129.382249871953,2972.7368643333252,29085.363352821718,0.01478852,3.1109692e-05,28.71946,144.52448,2.024775,0.042716302,0.00023938772,4.1669868e-09,4.530914,0.61248285,1.3424029,0.04548854,0.0009430547,7.567832e-08
Defect-free,0,0.2296062,0.001572314,0.066878006,0.00011758459,0.36556550826149425,0.0009202874625023675,9990.911233836207,86649.07138497879,0.03514335,4.208878e-05,7938.967328315887,8895.207686977392,2997.721910914079,25432.36626369626,0.014545578,2.1823356e-05,29.797596,139.44115,2.0207324,0.03298996,0.00024191599,4.283156e-09,4.5985937,0.58030987,1.3591496,0.040983215,0.00094734534,6.429698e-08
Defect-free,0,0.31855264,0.008564255,0.09328426,7.7401965e-05,0.3600092043821839,0.0008337641033223511,9697.119140625,18341.073989868164,0.031645734,4.4019504e-05,7781.951458266911,8059.304524533459,2769.961650273733,13786.68140640941,0.0082983645,5.071472e-06,35.53686,133.72406,2.2211003,0.023085147,0.0002749827,3.028336e-09,5.0656157,0.52348584,1.0822842,0.014961931,0.0010547538,6.805674e-08
Defect-free,0,0.32570463,0.0021196958,0.09586476,4.095187e-05,0.3620914152298851,0.0008718211138353967,9775.826710668103,6614.024216723356,0.027323093,1.6403146e-05,7783.3124118626865,11890.85702809195,2780.669539908298,5726.075331098633,0.008727948,3.233155e-06,32.952396,181.78333,2.1196988,0.019942878,0.0002588525,3.3613095e-09,4.8335395,0.68504107,1.1984652,0.009577686,0.00097265025,5.5112167e-08
Defect-free,0,0.3898429,0.005237821,0.10783682,8.172356e-05,0.36505836664244184,0.0007500532770750004,9712.476153706395,12248.744784077162,0.026070965,1.936346e-05,7789.29102284786,15900.050770085187,2726.6997526647424,12291.106240460998,0.007812802,5.4348616e-06,26.905476,304.26135,2.1238883,0.030640295,0.00024124808,4.404847e-09,4.379932,1.036257,1.3001348,0.017323857,0.00096866826,6.4756215e-08
Defect-free,0,0.31429422,0.001564755,0.09040077,2.4257646e-05,0.35976786997126436,0.0008832769233904202,9755.28353987069,7189.135449394743,0.02926792,3.1893003e-05,7687.014329805896,14604.627140260813,2883.980215094125,6056.708730732559,0.010844823,3.9146917e-06,24.876822,100.589775,2.003673,0.016107813,0.00022358821,1.9806004e-09,4.233612,0.4498854,1.4807599,0.014163169,0.00091269263,5.2297125e-08
Defect-free,0,0.31265926,0.0032022472,0.0903977,4.7035162e-05,0.35551364942528735,0.0008774660493253732,9742.908135775862,11456.647026978266,0.02648814,2.4419998e-05,7721.457417167099,8201.699953415913,2831.456812108813,8659.320173270082,0.010235882,4.9455375e-06,38.970074,403.12692,2.149884,0.026658976,0.00027393483,4.562137e-09,5.1835585,1.145461,1.1594,0.010264702,0.0010283688,7.476487e-08
Defect-free,0,0.31087837,0.0025215927,0.090369254,6.448266e-05,0.3590326418821839,0.0008698118963051322,9708.999528556034,11282.055312756549,0.027727278,2.214854e-05,7779.336043080668,8656.162903223225,2776.500838109838,16654.46418846279,0.009773424,8.817847e-06,34.331806,167.18098,2.2152402,0.03363299,0.00027179305,4.154202e-09,5.011712,0.6615926,1.0586597,0.016602634,0.0010815746,8.1025995e-08
Defect-free,0,0.23030907,0.0037699875,0.06481412,9.945599e-05,0.3674259629360465,0.0006387663119673536,10057.007403706395,84722.82530231176,0.033953562,6.77786e-05,7949.352771550844,10050.440129139535,3031.4873435907616,25477.470302219335,0.015521116,3.812253e-05,29.528385,171.33235,2.0015678,0.04910123,0.00024041768,4.483232e-09,4.5721445,0.6825682,1.4188032,0.046142925,0.00094486936,6.952919e-08
Defect-free,0,0.21950732,0.0013130364,0.062714756,9.767838e-05,0.3668002424568966,0.0008872357616810113,10129.268251616379,118386.90453845735,0.03466845,4.3316697e-05,7974.013882756293,6187.775225933462,3032.0488292705995,23481.02037155871,0.015313977,1.6766557e-05,27.347027,121.830025,1.9666275,0.031172914,0.00022916093,4.1665973e-09,4.428957,0.5956563,1.4605325,0.045342334,0.00090676197,7.01818e-08
Defect-free,0,0.3063737,0.0019198696,0.090132415,8.257996e-05,0.3594086745689655,0.0008237761634708729,9735.730401400862,7939.083437290261,0.03409521,4.482881e-05,7783.331408580942,6403.053399758697,2816.7322022865437,14483.579145646921,0.008866496,4.8001107e-06,33.48786,208.39731,2.1899867,0.02054333,0.00026444066,3.9511634e-09,4.9374905,0.65622234,1.0986124,0.015196266,0.0010551111,8.440906e-08
Defect-free,0,0.30358046,0.0015266526,0.089997664,5.773424e-05,0.3615638469827586,0.0008615453329248842,9849.336610991379,4972.126980031999,0.026485829,1.8054612e-05,7808.622495913855,8923.704488449992,2841.5062635124254,7662.042692472994,0.010165039,4.33228e-06,32.134815,169.87088,2.0632045,0.018788949,0.00024967198,3.5625747e-09,4.7752175,0.66052634,1.282711,0.007594813,0.00096264697,8.2790514e-08
