Label,label,S-centroid var,S-entropy mean,BER mean,S-bandwidth mean,S-flatness mean,AE mean,RMSE mean,S-centroid mean,S-flux mean
Cracks,1,110081.20024808818,0.47589424,0.6224005,4343.123553656739,0.0046998393,0.12150065,0.048777368,3979.3146953129867,0.0014618894
Cracks,1,99798.44325061806,0.74715614,0.44994482,4365.82182027678,0.008900237,0.09954624,0.03461849,4300.831564352936,0.0014293724
Cracks,1,122345.03603983525,0.69121027,0.46785218,4268.697651309683,0.005615887,0.11103137,0.045551013,4437.129778593045,0.0019749226
Cracks,1,151907.07330761812,0.5467681,0.5424201,4249.808928933684,0.0052291253,0.13303244,0.055615533,4011.126927421048,0.0028114712
Cracks,1,121395.98926288474,0.60592955,0.4809161,4375.7254919467905,0.008396714,0.13414545,0.046593692,4099.043748279896,0.0015786723
Cracks,1,109026.88277367776,0.49584574,0.5752897,4490.182456882047,0.0066792117,0.10419087,0.04232403,4154.330882466782,0.0025038496
Cracks,1,155915.2109846647,0.66009027,0.55211174,4533.800883646147,0.0053954804,0.103648566,0.044081245,4656.810113673298,0.0027792577
Cracks,1,234093.8758462989,0.43055633,0.6769989,4466.611784564798,0.003386514,0.1280935,0.055071063,4146.006060874433,0.0018669191
Cracks,1,187055.20336890724,0.47983018,0.63513976,4421.009282250736,0.004872627,0.11632494,0.05060841,4009.070711429353,0.0014253613
Cracks,1,111023.73447363068,0.59727436,0.4977444,4487.823998522932,0.0072258976,0.12645958,0.044255365,4303.087625071096,0.0014035321
Cracks,1,271409.8025561555,0.62481266,0.49384186,4210.022106715276,0.0054532634,0.13659072,0.051002983,4125.51763949995,0.0017129511
Cracks,1,184957.64085222577,0.555623,0.53028816,4289.789783777562,0.0053493693,0.13239788,0.054286465,4053.3410869812,0.0033811906
Cracks,1,178330.89567001938,0.5655716,0.4882272,4365.824466729926,0.007879652,0.12321314,0.045224097,4049.852659746245,0.001672306
Cracks,1,197087.65371511693,0.54045177,0.51697284,4412.408545830678,0.008141353,0.110837385,0.03922289,4048.4358336005043,0.0021310053
Cracks,1,358939.9444460538,0.66640604,0.57708,4497.018377839165,0.0058329618,0.14116766,0.047275506,4592.73945654321,0.002281326
