Label,label,S-centroid var,S-entropy mean,BER mean,S-bandwidth mean,S-flatness mean,AE mean,RMSE mean,S-centroid mean,S-flux mean
Keyhole pores,2,107865.68420246552,1.5284241,0.030692711,3223.8281226459044,0.014261424,0.30110642,0.08774444,7688.568211407114,0.0008710245
Keyhole pores,2,81124.76830277513,1.3853736,0.026602635,2975.416574337455,0.010245737,0.35171685,0.10320826,7726.578632271483,0.0010474647
Keyhole pores,2,73920.71986533736,1.4430219,0.031765155,3168.2094837546692,0.011851599,0.3438745,0.10280049,7425.9868043534825,0.00097326766
Keyhole pores,2,172421.65671146958,1.7380192,0.039798547,3453.926908523445,0.016701804,0.3377924,0.090964764,7105.492283016736,0.00074281223
Keyhole pores,2,239940.39401294925,1.5956553,0.03612372,3310.580516678525,0.016351173,0.28556138,0.07769621,7600.602476267829,0.00080707954
Keyhole pores,2,39640.676408877545,1.1152415,0.029829256,2794.4966369791264,0.007412215,0.36884877,0.100435466,7831.86801588808,0.0010964455
Keyhole pores,2,97365.14679472808,1.1905212,0.042365033,3072.0488137321604,0.008774034,0.35135484,0.10118994,7497.58842794673,0.0010450935
Keyhole pores,2,133529.8853696799,1.663684,0.043617602,3441.7121200788038,0.016958093,0.2825093,0.08285524,7275.522701611683,0.00075317535
Keyhole pores,2,100079.15883324633,1.5016507,0.03166417,3163.3883817236733,0.012663134,0.30366078,0.08892566,7652.03608759036,0.0008391658
Keyhole pores,2,124274.56176422391,1.4324962,0.03576594,3153.404544482393,0.01406337,0.35600895,0.09552791,7506.556465488723,0.0010209952
Keyhole pores,2,128565.32129382729,1.384123,0.030226648,3078.203488986089,0.00923456,0.3427594,0.10564895,7341.0681216932535,0.0009962742
Keyhole pores,2,113850.37807199395,1.5133682,0.03589919,3259.109087989003,0.012579441,0.32560396,0.093245015,7474.933531379488,0.000864474
Keyhole pores,2,55814.884043201506,1.3643003,0.0286641,3069.4833431300694,0.011545551,0.2728773,0.07898545,7907.11716381292,0.00096020364
Keyhole pores,2,47643.556463176115,1.0241053,0.027365545,2775.879881750264,0.0074258926,0.3654024,0.10253528,7810.115767176462,0.0011497374
Keyhole pores,2,107468.32460879856,1.2329475,0.039658945,3052.210021465626,0.009274375,0.32138446,0.099242635,7535.120678661332,0.0010072148
Keyhole pores,2,214461.55197712008,1.7136779,0.052911732,3500.223523509578,0.017289111,0.29959947,0.081243604,7068.833374252048,0.0007166569
Keyhole pores,2,97016.25817157254,1.9595448,0.05591529,3580.7124450378783,0.01793618,0.34857634,0.087893456,6570.561638918174,0.00061403064
Keyhole pores,2,382219.7968192568,1.5644562,0.044984132,3221.5720791057415,0.01199622,0.4063556,0.10969541,7157.013296039442,0.0009429005
Keyhole pores,2,92544.67929973827,1.3098775,0.031046122,3032.353758161923,0.007960303,0.3655536,0.1144038,7482.234075350526,0.0010978759
Keyhole pores,2,45497.129991438625,1.2889683,0.025655815,2999.8218822818935,0.008581615,0.3052284,0.09292977,7662.080048481581,0.0010854407
Keyhole pores,2,27044.451969448088,1.3207589,0.02837723,2963.14146658832,0.008642266,0.27331683,0.0820349,7872.546177860261,0.0010115043
Keyhole pores,2,46453.674511815734,1.0021299,0.029538335,2720.2356807686006,0.0059129135,0.3556543,0.10123572,7777.90820197148,0.0012050159
Keyhole pores,2,61420.369831748925,1.1291344,0.036761567,2977.9647239582896,0.007666838,0.32463932,0.1008011,7522.60670246879,0.0011022991
Keyhole pores,2,195418.42356614326,1.6487197,0.046903867,3405.305899854024,0.014526382,0.35592267,0.09290744,7136.1580899448,0.00074678357
Keyhole pores,2,162667.21017720582,1.6639618,0.045755755,3429.9182352318694,0.015583504,0.36571002,0.10316326,7038.2172722288005,0.00073729287
Keyhole pores,2,240480.90313575932,1.4338783,0.038913943,3230.036102165847,0.016227487,0.47067332,0.12010984,7383.593187298176,0.00089693844
